text,language,n_words
"na piśmie. - Dwa ostatnie rozszerzenia zdecydowanie wydłużyły zarówno lądowe, jak i morskie granice Unii Europejskiej.
",pl,15
"Meidän on jatkuvasti kehitettävä välineitä, joilla taataan Euroopan kansalaisille laajempi ja tehokkaampi suoja.
",fi,13
"Účetní dvůr ani Rada u našich rozprav nebyli přítomni.
",cs,9
"Todos estos proyectos avanzan, pero para que sean efectivos hay dos cosas que son esenciales.
",es,15
"Jag anser därför att ett samarbete mellan dessa sambandsmän och Frontex är absolut nödvändigt.
",sv,14
"Popravki in namere glasovanja: glej zapisnik
",sl,6
"Almeno dieci morti e circa 50 persone scomparse o sequestrate.
",it,9
"Dieser Vorschlag vermeidet unnötige Bürokratie.
",de,5
"Glasovanje bo potekalo v sredo.
",sl,5
"Tällaista ei ole ennen tapahtunut Euroopassa eikä maailmassa.
",fi,8
"É tempo de a UE e os seus Estados-Membros porem cobro a estes negócios.
",pt,15
"En forbedring af disse forhold kræver en generel anerkendelse af fagforeningerne som arbejdstagernes repræsentanter.
",da,14
"Sekä yhteisö että - jopa vielä enemmän - jäsenvaltiot hyötyvät hyvin toimivista menettelytavoista tällä alueella.
",fi,13
"Vielen AKP-Ländern bringt diese Regeln nur Verzweiflung.
",de,8
"Die EU-Strategie war die Grundlage für eine Reihe multi- und bilateraler Gespräche.
",de,13
"Joissakin osissa maata viranomaiset näyttävät toimivan yhteistyössä niiden kanssa.
",fi,9
"Déclarations écrites (article 142)
",fr,3
"Griechenland, Spanien, Portugal und Irland haben ein starkes Wachstum zu verzeichnen.
",de,11
"Sie vertreten die Ansicht, wer für Europa ist, ist für die Europäische Verfassung.
",de,13
"Ich danke Ihnen, Herr Präsident.
",de,5
"Każde państwo członkowskie ma jednak obowiązek szanowania Wspólnoty Europejskiej, której jest częścią.
",pl,12
"Rådet kommer att börja lägga fram en förteckning över omöjliga förslag.
",sv,11
"Rad bi načel samo tri točke.
",sl,6
"Estes aumentaram efectivamente de forma desproporcionada.
",pt,6
"Vendar pa bo, kar je zame osebno zelo pomembno, koristil tudi evropskim potrošnikom.
",sl,13
"Ricordiamo inoltre il cosiddetto ""scambio di popolazioni” tra Grecia e Turchia.
",it,11
"Jos teemme tässä asiassa poikkeuksia, luovumme yhtenäisen vapauteen, turvallisuuteen ja oikeuteen perustuvan alueen periaatteesta.
",fi,14
"Panie Przewodniczący!
",pl,2
"Bien entendu, chaque citoyen a le droit de manifester et d'exprimer librement son opinion.
",fr,15
"- Bericht Klaus-Heiner Lehne
",de,4
"Begge disse påstande kan imidlertid ikke være sande på samme tid.
",da,11
"Sestali se bodo v soboto na varnostni konferenci v Münchnu, kjer bom tokrat predsedovala četverici.
",sl,15
"Aqui ainda há muito que fazer.
",pt,6
"For det første er situationen og traditionerne meget forskellige landene imellem.
",da,11
"Zupełnie odrębna jest kwestia międzynarodowych funduszy.
",pl,6
"Det er derfor, at vi foreslår Parlamentet, at vi udskyder godkendelsen af Rådets regnskab.
",da,14
"Tenemos una política energética y de transporte concebida para unas cuantas grandes empresas.
",es,13
"Euroopan unionin on selvästikin tehtävä valintoja talousarvion maksusitoumuksissa.
",fi,8
"Απαιτείται εναρμόνιση και μάλιστα το συντομότερο δυνατόν.
",el,7
"Mluvíme o evropském prostoru svobody pohybu, mluvíme o společném evropském azylovém systému.
",cs,12
"Jestem za to wdzięczny przewodniczącemu Barroso.
",pl,6
"Moramo jih podpreti.
",sl,3
"¿Qué puede hacer la UE para contribuir a este fin?
",es,10
"Non è così ovviamente.
",it,4
"Zveřejní takový program? A co bude obsahovat?
",cs,7
"Devadesát procent všech evropských filmů promítaných mimo zemi jejich vzniku je podporováno programem MEDIA.
",cs,14
"Zastonj kosila ni.
",sl,3
"Mają nadzieję, że Unia Europejska położy kres ich izolacji.
",pl,9
"Parlamentet har alltid stött kampen mot olaglig invandring, men endast med respekt för grundläggande rättigheter.
",sv,15
"Δεν θέλουμε μια τέτοια Ευρώπη.
",el,5
"Molemmissa arvioidaan, että ikääntyminen ja laskeva syntyvyys johtuvat sosiaalisesta ja taloudellisesta kehityksestä.
",fi,12
"Δεν ήταν άλλωστε διαθέσιμες και οι απαραίτητες μεταφράσεις.
",el,8
"Die einzig realistische neutrale Stelle wäre ein Team internationaler Beobachter.
",de,10
"Gre za prihodnost naših narodov, njihove suverenosti, neodvisnosti, identitete in svobode.
",sl,11
"Ces résultats, lus dans le rapport, sont un motif d'inquiétude.
",fr,11
"(Formanden fratog taleren ordet)
",da,4
"Om kort tid kan jeg sige noget mere præcist om merværdien af et sådant forslag.
",da,15
"Mnoho z těchto opatření uskutečněno bylo, ale mnoho také bohužel nikoli.
",cs,11
"Αυτό επίσης αποτελεί μέρος του μηνύματός μας.
",el,7
"Musi ona obejmować wymiar wschodni w taki sam sposób, jak południowy.
",pl,11
"Výsledkem budou menší rozdíly mezi jednotlivými úrovněmi konkurenceschopnosti.
",cs,8
"Tällä hetkellä saatavilla on vähän tietoa siitä, miten näitä sairauksia voidaan ehkäistä ja hoitaa.
",fi,14
"Meidän on varottava luomasta suvaitsematonta Eurooppa, jossa saa harjoittaa vain yhtä uskontoa.
",fi,12
"Não sou eu que o afirmo, mas os organismos incumbidos de controlar a situação.
",pt,14
"Ich möchte mich dabei auf zwei Kategorien konzentrieren: Die erste Kategorie sind Familienmitglieder.
",de,13
"Chciałbym prosić pana o rozwinięcie tego tematu.
",pl,7
"Opino que tiene razón.
",es,4
"Missä on kehitysyhteistyö tällä osa-alueella?
",fi,6
"Vi anser därför att hänsyn redan har tagits till detta ändringsförslag i förordningen.
",sv,13
"Le Conseil est-il en train de discuter de cette question ?
",fr,11
"Siamo dunque sulla strada giusta.
",it,5
"Tehdy jsem byla stínovou zpravodajkou.
",cs,5
"Con ocasión del Quinto Programa Marco, hay que fortalecer su relieve público y su eficacia.
",es,15
"Zweitens ist keine Überprüfung der Formel für eine qualifizierte Mehrheit im Rat vorgesehen.
",de,13
"Por otro lado, se han tocado temas de la DAS.
",es,10
"Κλείνοντας, θα ήθελα να επανέλθω στο θέμα των δημοσιονομικών προοπτικών.
",el,10
"Jos suuryritykset menevät nurin, pienet seuraavat väistämättä perässä.
",fi,8
"Δεν υπάρχει καλύτερη περιόδος αντίθεσης από την προεκλογική εκστρατεία.
",el,9
"Il y avait peut-être quatre facteurs clés.
",fr,8
"Δεύτερον, όπως συμβαίνει πάντα με αυτό το είδος των θεμάτων, υπάρχουν ζητήματα διαδικαστικού χαρακτήρα.
",el,14
"Składanie dokumentów: patrz protokół
",pl,4
"Je rappelle que le Parlement se prononce sur la proposition modifiée de la Commission.
",fr,14
"Dazu sind natürlich Gesetzesvorschriften erforderlich.
",de,5
"Det er Parlamentets ansvar.
",da,4
"Il brevetto europeo riveste un'importanza fondamentale.
",it,7
"Tato schůze by měla být prostě přesunuta, nebo by to měla být menší schůze.
",cs,14
"L'efficacité de cette action est une autre affaire, mais nous devons au moins essayer.
",fr,15
"Οι εκτιμήσεις του κόστους για την ανοικοδόμηση και αποκατάσταση των ζημιών ξεπερνούν τα 13 δισεκατομμύρια εσκούδος.
",el,15
"¿Queréis hacerlo todavía más difícil?
",es,5
"É inadmissível que o número de cidadãos burlados seja cada vez maior.
",pt,12
"Voitteko sanoa, mikä on arvionne tästä?
",fi,6
"(Φωνή από το ακροατήριο: Η πυρηνική ενέργεια είναι χωρίς CO!)
",el,10
"Denne skal dog være tilstrækkelig til at eliminere de nuværende fordrejninger.
",da,11
"Fischmehl ist eine reiche Proteinquelle und für Tiere einschließlich Wiederkäuer extrem nahrhaft.
",de,12
"(PL) Herr Präsident, Frau Ashton, ich möchte Herrn Belder zu seinem ausgezeichneten Bericht beglückwünschen.
",de,14
"I vilket fall som helst skall vi genomföra ett klart totalkoncept inom livsmedelslagstiftningen.
",sv,13
"Siksi politiikkaa on muutettava perinpohjaisesti. Meidän on tuettava FAO:ta ja tarjottava sille keinot toimia.
",fi,15
"Pero esta labor resulta muy difícil con estos presupuestos tan poco realistas.
",es,12
"Qualora abbiate sbagliato tasto, potete sempre comunicarcelo e ciò verrà inserito nel processo verbale.
",it,14
"A Comissão aprova no princípio ou em parte:
",pt,8
"Vi röstar därför nej till detta betänkande.
",sv,7
"Concordo con il commissario sul fatto che non sia possibile paragonare l'Artico all'Antartico.
",it,15
"La Comisión toma nota de ella con interés.
",es,8
"Dieser ist gewiss eines der bedeutendsten Probleme.
",de,7
"Der Bananenmarkt wird gegenwärtig von einer heftigen Krise geschüttelt.
",de,9
"Mamy ograniczone zasoby ropy naftowej, ale mamy także ograniczoną ilość gruntów rolnych.
",pl,12
"Teroristična dejanja je treba preprečiti in vsako teroristično dejanje je treba čim bolj prepričljivo obsoditi.
",sl,15
"(ES) Pane předsedající, pane komisaři, terorismus a závažná organizovaná trestná činnost představují celosvětový jev.
",cs,14
"   . – Herr talman! De senaste hundra åren har världen upplevt en temperaturökning på ca 0,6 grader.
",sv,14
"Não há tempo a perder.
",pt,5
"Jeg vil sige, at det europæiske parti ikke skal have frakendt sin eksistensberettigelse.
",da,13
"Também isso foi ultrapassado por todos com serenidade - além de que também fazia muito calor!
",pt,15
"La Comisión ha participado en misiones electorales presidenciales y parlamentarias.
",es,10
"Ψηφίζω υπέρ της ενθάρρυνσης της εισηγήτριας ώστε να προχωρήσει ακόμη περισσότερο την επόμενη φορά.
",el,14
"Posredovanje besedil, sprejetih na tej seji: glej zapisnik
",sl,8
"Tavoitteena on lähestyä uudella tavalla oikeus- ja sisäasioita Euroopan unionissa.
",fi,10
"Det er på grund af vores geopolitiske situation og historiske erfaringer.
",da,11
"Se están produciendo violentas operaciones militares y la gente está siendo desterrada, asesinada o violada.
",es,15
"Im Gegenteil wird die Koordinierung der Entscheidungen auf Korridorebene vielleicht Vorteile mit sich bringen.
",de,14
""" Αγία Τερέζα έλεγε ότι ο διάβολος κρύβεται στις λεπτομέρειες.
",el,9
"Passo, por isso, a dar-vos alguma informação, em resposta ao conteúdo da pergunta.
",pt,14
"Europeiska miljöbyrån och Europeiska nätverket för miljöinformation och miljöövervakning
",sv,9
"Innanzi tutto, rimane il problema del ruolo dell’OLAF.
",it,9
"(PL) Panie przewodniczący! Europa potrzebuje wielu znakomitych fachowców, naukowców, doskonałych praktyków.
",pl,11
"Heidän tavoitteenaan on ydinteollisuuden lopettaminen, ja tavoite on vankkumaton.
",fi,9
"Det er en vanvittig, økonomisk politik, for det gavner overhovedet ikke miljøet.
",da,12
"Può infine dire se tale obiettivo rientra tra le iniziative intraprese dall'UE nella regione?
",it,15
"Svet je leta 2006 ustrezno pooblastil Komisijo za začetek pogajanj z Lihtenštajnom in Švico.
",sl,13
"Měli bychom být však obezřetní, abychom zvolili správné letiště.
",cs,9
"Zużycie energii oraz emisje rosną corocznie o około 2%.
",pl,8
"Predsednik Lukašenko se je čutil dovolj močnega, da je odpovedal obisk gospe Ferrero-Waldner.
",sl,14
"Αυτή είναι η προσωπική μου σκέψη.
",el,6
"Det drejer sig kun om at få styr på tingene.
",da,10
"Quem deseja intervir contra?
",pt,4
"(Taleren accepterede et spørgsmål i henhold til forretningsordenens artikel 149, stk. 8)
",da,10
"Sowohl die Europäische Union als auch ihre Mitgliedstaaten investieren gewaltige Summen in den Fremdsprachenunterricht.
",de,14
"Nous savons que les agences tendent à proliférer.
",fr,8
"Έτσι, η Eυρωπαϊκή Ένωση ενισχύει τις περιοχές του στόχου 2, τους αποκαλούμενους πληγωμένους γίγαντες.
",el,13
"Razprava je zaključena.
",sl,3
"Consideramos que o novo sistema, o SEC 95, melhorou consideravelmente a anterior versão, que data de 1979.
",pt,15
"Nous voulons voir des élections correctes et équitables en Russie également.
",fr,11
"Dieses Gutachten wurde im Mai 2000 überprüft und bestätigt.
",de,8
"Věhlasný americký profesor, pan Larry Diamond, nedávno upozornil na znepokojivý jev, který nazývá ""demokratickou recesí"".
",cs,15
"Z tego względu głosowałem za przyjęciem przedmiotowego sprawozdania.
",pl,8
"Cuentan con nuestro total apoyo para garantizar que los responsables de este asesinato sean procesados.
",es,15
"Ο κοινοβουλευτικός έλεγχος των αποστολών ΕΠΑΑ δεν διασφαλίζεται.
",el,8
"Consente tre operazioni consecutive di trasporto per un viaggio internazionale di sette giorni.
",it,13
"Abbiamo posto il problema in occasione di più incontri con i ministri dei Trasporti competenti.
",it,15
"Δεν υπάρχει ένας ενοποιημένος ευρωπαϊκός χώρος βιοηθικής.
",el,7
"Όπως είπα, πραγματοποιήθηκαν διαβουλεύσεις της συμβουλευτικής επιτροπής αντι-ντάμπιγκ.
",el,9
"Dobbiamo anche intraprendere quanto prima un programma sostenibile per combattere il cambiamento climatico.
",it,13
"Quale chiaro e coerente messaggio intendiamo trasmettere in quest’occasione ai nostri concittadini?
",it,13
"Jistý parlament je stále uzavřen, nejen pro volbu prezidenta, ale pro veškerou činnost.
",cs,13
"Não foi meigo com o PKK, mas, pelo menos, a linguagem foi inequívoca e clara.
",pt,15
"Da parte mia, vorrei aggiungere qualche considerazione personale.
",it,8
"Und ist es nicht immer noch so, daß Abfälle eine ganz besondere Ware sind?
",de,14
"När vi talar om en politik gentemot Irak, nämnde kommissionär Patten den irakiska regeringens hänsynslöshet.
",sv,15
"Braklægningsordningen skal fjernes, og vi bør dyrke fødevarer på disse arealer.
",da,11
"Um único governo pode muito bem sentir-se tentado a fazer da União sua refém.
",pt,15
"Αυτό ισχύει εν μέρει και για μιά χώρα όπως π.χ. η Κροατία.
",el,13
"O nosso apoio à integridade territorial da Geórgia é incontestavelmente uma delas.
",pt,12
"Všichni víme, že to jsou náročné záležitosti.
",cs,7
"Tenemos un acuerdo clarísimo con Giscard d'Estaing y John Kerr.
",es,11
